t,ds1_observed,ds2_observed,ds3_observed
1141,0.963421175,0.658332534,1.263085403
1142,0.910998155,0.298445026,1.111739895
1143,0.890631581,0.637247529,1.303142004
1144,0.849996275,0.711104365,1.248320006
1145,0.832149928,0.653537987,1.099224883
1146,0.728502409,0.55236016,1.155805188
1147,0.617653859,0.715404047,0.960234762
1148,0.771288963,0.445490474,1.24487383
1149,0.698391474,0.638010658,1.210926551
1150,0.627978784,0.53258748,1.174276864
1151,0.478085234,0.562214532,1.238113938
1152,0.478650452,0.426170896,1.046924708
1153,0.423625501,0.324608918,1.286693159
1154,0.615998443,0.543612373,1.293247134
1155,0.718447517,0.732430846,1.145132944
1156,0.663655416,0.515834613,1.060098621
1157,0.854137987,0.594438831,1.139750304
1158,0.903952674,0.697701292,1.164625354
1159,0.838405944,0.798332006,1.175706438
1160,0.611216037,0.736835357,1.061381199
1161,0.812027847,0.474832833,1.052066303
1162,0.677731784,0.293740786,1.283316841
1163,0.549518586,0.889528408,1.084372521
1164,0.660298311,0.865897539,1.0955567
1165,0.862453959,0.495015576,1.280313755
1166,0.94015441,0.38682896,1.2677052
1167,0.93735888,0.660678295,1.198244765
1168,0.938512715,0.658618687,1.277145635
1169,0.961279632,0.621603027,1.300719338
1170,0.973281044,0.696360177,1.344002801
1171,0.946163219,0.68298469,1.224713843
1172,0.911911619,0.475590506,1.185280541
1173,0.872812835,0.559038558,1.242479129
1174,0.787852862,0.730820261,1.337714017
1175,0.759297441,0.668153467,1.298421566
1176,0.624880969,0.5915432,1.301768254
1177,0.646134588,0.803832035,1.225904328
1178,0.592896379,0.670667095,1.275012654
1179,0.541812222,0.707120099,1.39356518
1180,0.604035777,0.276948743,1.354416838
1181,0.75089435,0.65156545,1.318630373
1182,0.8303039,0.834799904,1.360897006
1183,0.694271955,0.632411462,1.344973836
1184,0.631224872,0.641021707,1.405340787
1185,0.734336064,0.538807389,1.382135097
1186,0.661942726,0.779891331,1.377096057
1187,0.663554078,0.739848265,1.380182041
1188,0.725693656,0.772989266,1.090349027
1189,0.652843178,0.503312223,1.220919394
1190,0.679453458,0.70007127,1.302809693
1191,0.584706311,0.590572244,1.29433846
1192,0.566789881,0.540177985,1.263932344
1193,0.625584174,0.518281958,1.295649195
1194,0.519200651,0.670695427,1.448369718
1195,0.596529214,0.751215272,1.224054116
1196,0.621470791,0.413070679,0.976450067
1197,0.687177075,0.834409924,1.251416386
1198,0.713492582,0.664290279,1.246829211
1199,0.825809206,0.627644935,1.128730757
1200,0.816761933,0.817356521,1.192212875
1201,0.764535208,0.53131872,1.129784272
1202,0.766651439,0.559732145,1.256104695
1203,0.801668675,0.761894176,1.161002376
1204,0.789651481,0.887418733,1.128133439
1205,0.778792224,0.65215933,1.195680348
1206,0.710032989,0.770425497,1.162264978
1207,0.657446978,0.585527942,1.137995363
1208,0.555506442,0.783933886,1.176075067
1209,0.72550212,0.840383544,1.004189991
1210,0.621527127,0.820533984,1.007314935
1211,0.582116662,0.665810127,0.893851413
1212,0.548482324,0.794675179,1.20517861
1213,0.650857335,0.835132026,1.174853675
1214,0.638089981,0.70512868,1.361350722
1215,0.752126984,0.824237357,1.306293052
1216,0.690792793,0.715971826,1.539639751
1217,0.719324392,0.520875722,1.285591579
1218,0.654615162,0.596056098,1.24450373
1219,0.843044223,0.527291068,1.348873349
1220,0.728987998,0.470703291,1.318918016
1221,0.759333535,0.543314471,1.203580063
1222,0.811212467,0.578004807,1.211229259
1223,0.836610102,0.416315698,1.183409866
1224,0.810229406,0.739380818,1.167846732
1225,0.79447055,0.337146161,1.076111907
1226,0.796307282,1.050740659,1.22419778
1227,0.78269672,0.846219349,1.173278052
1228,0.860505766,0.574029342,1.169014251
1229,1.021985317,0.626615968,1.274097284
1230,0.928953466,0.585885007,1.261019913
1231,0.788559669,0.456446649,1.069943848
1232,0.777649261,0.620707924,1.144803051
1233,0.981188412,0.566435175,1.178591939
1234,0.872198212,0.509951687,0.963134637
1235,0.979366312,0.491617217,1.153638232
1236,1.067264644,0.358466421,1.085680846
1237,0.958331633,0.603464324,1.342552268
1238,0.960430196,0.667495289,1.315698596
1239,1.046481543,0.64225201,1.352604067
1240,0.954492746,0.683460511,1.181772568
1241,0.894826057,0.79010899,1.348453264
1242,0.816777476,0.576336481,1.329921251
1243,0.719615095,0.504127774,1.106884273
1244,0.670973361,0.653779841,1.060055594
1245,0.585808139,0.566718902,1.059174636
1246,0.617866858,0.684884633,1.133382149
1247,0.578539847,0.578042066,1.125311641
1248,0.626525429,0.76141548,1.133103083
1249,0.520698249,0.625643892,1.261257906
1250,0.585788081,0.785375979,1.140300689
1251,0.676789439,0.489485437,1.291916512
1252,0.522107527,0.448000057,1.248700699
1253,0.586545943,0.688241581,1.391869288
1254,0.705293137,0.518379641,1.270407162
1255,0.604440561,0.633281627,1.304474887
1256,0.753765881,0.188802995,1.40780701
1257,0.772719516,0.420938563,1.231013849
1258,0.698114368,0.487574455,1.168782962
1259,0.690905222,0.437165817,1.160377163
1260,0.735160624,0.591728581,1.184865006
1261,0.733187263,0.608295206,1.114500746
1262,0.770081528,0.622191664,1.326308924
1263,0.684455549,0.447830695,1.067915564
1264,0.704835445,0.672575947,1.429777374
1265,0.596137916,0.832047592,1.288372742
1266,0.614896116,0.689451198,1.334082126
1267,0.567794945,0.784255253,1.221362302
1268,0.544614897,0.766929068,1.31286804
1269,0.68451113,0.717584934,1.186628253
1270,0.785215794,0.799969939,1.294303677
1271,0.827241008,0.532464018,1.059221965
1272,0.724473679,0.445363589,1.313079738
1273,0.703802456,0.581781657,1.233914396
1274,0.808901375,0.635045254,1.188043847
1275,0.80642282,0.637150273,1.265939758
1276,0.977753532,0.778511934,1.333151549
1277,0.959863333,0.547367443,1.331150199
1278,0.928656631,0.686909507,1.215870353
1279,0.862929252,0.558245252,1.182544505
1280,0.845239758,0.830426802,1.230406822
1281,0.807839209,0.507170142,1.252536606
1282,0.846531967,0.56287825,1.03607777
1283,0.897240082,0.57637714,1.195398319
1284,0.79830699,0.518442761,1.368780619
1285,0.675446421,0.439337411,1.261372711
1286,0.536591831,0.444548616,1.273474601
1287,0.61274108,0.339257482,1.270943398
1288,0.544262405,0.445233611,1.436664111
1289,0.404803174,0.865673748,1.346561287
1290,0.495593604,0.655169029,0.929588118
1291,0.735374542,0.62135682,1.214599633
1292,0.725844406,0.662700862,1.263503202
1293,0.7841732,0.804606434,1.315160194
1294,0.768567446,0.28524833,1.230112059
1295,0.739837976,0.442692795,1.22671216
1296,0.796533495,0.467531134,1.125806529
1297,0.743495809,0.463283596,1.222803138
1298,0.744224582,0.413326004,1.322155909
1299,0.747959299,0.468639556,1.149597082
1300,0.670888754,0.548211985,1.404466786
1301,0.741522835,0.542842898,1.334897358
1302,0.704522043,0.408244372,1.365322743
1303,0.62867847,0.23683797,1.299196956
1304,0.671946389,0.372228486,1.041236475
1305,0.592623347,0.441021651,1.173264791
1306,0.604396822,0.458431214,1.407592437
1307,0.612100389,0.298332146,1.052092489
1308,0.70722574,0.556059099,1.12264029
1309,0.735807015,0.383813769,1.000874659
1310,0.72001338,0.52504682,1.074616598
1311,0.775999714,0.326782156,1.130908147
1312,0.86760846,0.29248314,1.068944632
1313,0.875117751,0.306225671,1.016782905
1314,0.837911722,0.49100522,1.286707896
1315,0.702719842,0.488570545,1.162837208
1316,0.614428288,0.709285974,1.319629108
1317,0.604510895,0.627700344,1.375884692
1318,0.571994182,0.51906059,1.264957306
1319,0.579421532,0.524636621,1.472319233
1320,0.604412727,0.694692474,1.328055945
1321,0.66177521,0.641909545,1.167322827
1322,0.659182703,0.587961666,1.037066169
1323,0.70124153,0.777336958,1.159110538
1324,0.700763191,0.625711953,1.138770654
1325,0.536899386,0.729225135,0.94311039
1326,0.488492599,0.669841066,1.175211643
1327,0.51325188,0.706154401,0.895792246
1328,0.447728648,0.509568936,0.962081713
1329,0.540025081,0.629126613,1.188440133
1330,0.688269179,0.747037702,1.307597994
1331,0.781808698,0.717656684,1.115332831
1332,0.741895723,0.637265063,1.162638162
1333,0.846028159,0.748835096,1.209967364
1334,0.821570575,0.489675268,1.268061692
1335,0.762598935,0.399339067,1.23987932
1336,0.692615022,0.60938147,1.262516451
1337,0.66064549,0.502666579,1.252319016
1338,0.627210646,1.011182803,1.414119018
1339,0.644021705,0.644938539,1.408720447
1340,0.655457201,0.599655678,1.448718409
1341,0.650715524,0.641476922,1.326608741
1342,0.680324826,0.611966227,1.468866196
1343,0.763023564,0.725090799,1.413051067
1344,0.808678544,0.678915078,1.215742609
1345,0.649342627,0.656717921,1.255511437
1346,0.435402166,0.669821193,1.153686793
1347,0.54254891,0.877298171,1.157586971
1348,0.443629118,0.874041139,1.260854883
1349,0.455561246,0.766052473,1.07496337
1350,0.389430927,0.432078038,1.13021451
1351,0.28618568,0.630207807,1.000498732
1352,0.391524767,0.828216408,1.130679828
1353,0.493909043,0.72934295,1.268936415
1354,0.469877292,0.683228856,1.32206611
1355,0.29059193,0.808087847,1.296139771
1356,0.312005282,0.630792871,1.328581192
1357,0.405555626,0.698972688,1.284285341
1358,0.332192678,0.589672172,1.285127381
1359,0.407975531,0.771948089,1.269012921
1360,0.454196794,0.837194185,1.199158205
1361,0.540188798,0.5902991,1.237801494
1362,0.573574742,0.539514726,1.100178375
1363,0.514130871,0.558731968,1.257235952
1364,0.641268604,0.589911897,1.223750089
1365,0.63553174,0.776047256,1.22070537
1366,0.642223187,0.69572747,1.236625433
1367,0.575691978,0.892302972,1.374940316
1368,0.562061577,0.4729385,1.230705583
1369,0.5160327,0.805768154,1.53624281
1370,0.536159753,0.619404897,1.386247429
1371,0.70284744,0.494305855,1.357125228
1372,0.589145912,0.743044527,1.385172595
1373,0.47832698,0.728088959,1.386756109
1374,0.635780783,0.556582804,1.202697673
1375,0.626509366,0.471194485,1.125400802
1376,0.581412871,0.753187213,1.267400689
1377,0.681071735,0.826991349,1.239683361
1378,0.628114621,0.698483415,1.443589697
1379,0.779198147,0.614513939,1.393676133
1380,0.807121061,0.63784935,1.191741806
1381,0.735099873,0.623955768,1.1893301
1382,0.88803262,0.419555722,1.272051506
1383,0.788312455,0.455763558,1.402171171
1384,0.815397196,0.571091847,1.467520247
1385,0.800752913,0.486831976,1.22710278
1386,0.868435395,0.674617037,1.447916872
1387,0.942666744,0.693834228,1.456235816
1388,0.87910676,0.71087861,1.360646682
1389,0.764960245,0.564877788,1.23042594
1390,0.770375221,0.402301638,1.391211361
1391,0.683482968,0.65685293,1.35053631
1392,0.829179976,0.748700254,1.184250957
1393,0.795643964,0.369425797,1.124383912
1394,0.728851261,0.557675503,1.182210242
1395,0.719728354,0.537523735,1.102643595
1396,0.590317593,0.550122834,1.108414593
1397,0.517375863,0.513400966,1.069944514
1398,0.633435628,0.645725251,1.406426101
1399,0.578444418,0.638643467,1.164937284
1400,0.504078802,0.607600883,1.273770978
1401,0.572170265,0.556694279,1.152039095
1402,0.679522634,0.589809732,1.063047164
1403,0.729060958,0.586961036,1.360721718
1404,0.791881585,0.760249416,1.210984342
1405,0.702943049,0.735412357,1.07575577
1406,0.579617134,0.476868768,1.19803664
1407,0.71581168,0.766293623,1.173032548
1408,0.679811577,0.559671009,1.441123601
1409,0.657670688,0.811781597,1.334055401
1410,0.767122921,0.601810436,1.246819672
1411,0.793687831,0.393739537,1.335879267
1412,0.80757744,0.769995012,1.460417611
1413,0.95597686,0.609644038,1.383677434
1414,0.850457087,0.60800877,1.16632435
1415,0.892068045,0.4806936,1.237841716
1416,0.8558784,0.470892465,1.210778329
1417,0.843906274,0.449764127,1.493454722
1418,0.935035364,0.434186522,1.214342535
1419,0.926068218,0.61238292,1.152929246
1420,0.920977208,0.568408591,1.12352935
1421,0.959157167,0.695218218,1.02566805
1422,0.874096531,0.508934824,1.071904602
1423,0.767384317,0.565989275,1.370907341
1424,0.664738219,0.470904902,1.295248716
1425,0.50797578,0.61348915,1.168605021
1426,0.703369043,0.216135936,1.058595622
1427,0.605862959,0.473549561,1.298343968
1428,0.597297019,0.498776625,1.397491495
1429,0.584848368,0.551721044,1.323262955
1430,0.620459064,0.526254953,1.278424488
1431,0.688446239,0.69545243,1.14661534
1432,0.745264143,0.347810718,1.192878152
1433,0.674117294,0.636238661,1.066007121
1434,0.649408706,0.354638574,1.030330624
1435,0.664614895,0.444751419,1.19686163
1436,0.63335335,0.612311014,1.165605279
1437,0.755992852,0.709528421,1.205340571
1438,0.764061924,0.616478056,1.291478212
1439,0.78940673,0.629779059,1.349772422
1440,0.803417288,0.476443023,1.264279531
1441,0.855089503,0.517561933,1.325047528
1442,0.81677202,0.56365498,1.418337584
1443,0.667755671,0.71393437,1.313792663
1444,0.684253291,0.460231125,1.435488335
1445,0.613476108,0.610448932,1.299616175
1446,0.566894986,0.553142991,1.248148689
1447,0.619154948,0.7041879,1.173602042
1448,0.713537882,0.729246483,1.277624863
1449,0.692188149,0.470984629,1.254670089
1450,0.698688417,0.620125696,1.191818444
1451,0.81599029,0.65579002,1.181208019
1452,0.793586611,0.493313482,1.214999279
1453,0.965234483,0.515702404,1.096796655
1454,0.940363562,0.914496716,1.192779553
1455,0.735061401,0.71355172,1.083809568
1456,0.77261975,0.91126908,1.043225222
1457,0.773522983,0.680430801,1.085464238
1458,0.847508699,0.504929458,1.057369114
1459,0.857877428,0.635353581,1.049913314
1460,0.801664783,0.710954578,1.084155375
1461,0.670156857,0.726224048,0.960668644
1462,0.646398736,0.601874459,1.005155592
1463,0.576187672,0.510840369,1.129106035
1464,0.541617142,1.010102413,0.983738593
1465,0.607367284,0.55225138,1.155086509
1466,0.746230462,0.542841255,0.977276309
1467,0.754938829,0.524844857,1.096866215
1468,0.634180246,0.502139545,1.242471224
1469,0.668219252,0.583467672,1.20127146
1470,0.754915062,0.821599233,1.26968368
1471,0.67896544,0.641561825,1.20391148
1472,0.655389528,0.521130123,1.140032131
1473,0.647476038,0.670164058,1.184916711
1474,0.576171409,0.544215113,1.056906188
1475,0.632732443,0.756558286,1.360512562
1476,0.615366692,0.846787015,1.099261724
1477,0.643625975,0.665910623,1.21321959
1478,0.560591302,0.527091841,1.120763953
1479,0.529109238,0.542080842,1.234303477
1480,0.59569312,0.573926693,1.034843142
1481,0.560380485,0.631550003,1.181527711
1482,0.699221354,0.549460814,1.434204252
1483,0.639356598,0.54792314,1.160503091
1484,0.640696455,0.486985796,1.188890291
1485,0.697792694,0.508901743,1.202487246
1486,0.554899487,0.230234519,1.280276159
1487,0.412816841,0.405928551,1.260568195
1488,0.317715766,0.540546939,1.202182949
1489,0.464574673,0.839423683,1.154177147
1490,0.436914595,0.623637182,1.081503709
1491,0.663724619,0.732838916,1.291540416
1492,0.595631125,0.639794683,1.218984989
1493,0.601428495,0.739782119,1.319814852
1494,0.71514456,0.750202264,1.247377597
1495,0.843804057,0.559405483,1.189978995
1496,0.951814639,0.551298405,1.269422865
1497,0.970690444,0.562156205,1.41946005
1498,0.971818134,0.62488088,1.386355506
1499,0.939005613,0.634544884,1.240278844
1500,0.928450433,0.677505091,1.533052235
1501,0.81447327,0.709325252,1.429413999
1502,0.7027464,0.678496403,1.269386134
1503,0.67933473,0.716846447,1.274953534
1504,0.647995683,0.839272886,1.211458539
1505,0.600951376,0.696292054,1.309183793
1506,0.65587604,0.817676592,1.229237056
1507,0.721027042,0.624281277,1.245294823
1508,0.704188921,0.813056812,1.0865453
1509,0.802126251,0.7936428,1.220158934
1510,0.671093511,0.722860916,0.829740828
1511,0.642135676,0.570117523,1.188904117
1512,0.57700978,0.512447263,1.114477874
1513,0.432691443,0.454956976,1.291956326
1514,0.459571988,0.633255339,1.059100902
1515,0.477448497,0.866076945,1.285450171
1516,0.62193938,0.628110302,1.354268076
1517,0.666179447,0.789612694,1.079754468
1518,0.56832468,0.780582541,1.212419623
1519,0.719363027,0.735176092,1.06692377
1520,0.788529395,0.895095363,1.105709133
1521,0.791663959,0.482877093,1.153239664
1522,0.728353981,0.643578556,1.240565882
1523,0.617908669,0.628063279,1.347000127
1524,0.57535854,0.574661052,1.190745085
1525,0.657029484,0.647972044,1.197437588
1526,0.784893658,0.626377707,1.24534544
1527,0.858782193,0.635346863,1.313307256
1528,0.754292257,0.721651669,1.45705
1529,0.61928453,0.527629597,1.311660884
1530,0.611259043,0.526264154,1.149003377
1531,0.451342024,0.793372675,1.270151354
1532,0.490107971,0.645751337,1.341273861
1533,0.482962297,0.626540925,1.095399462
1534,0.45141492,0.824812202,1.237921366
1535,0.335674455,0.862604196,1.101304199
1536,0.411687788,0.854405442,1.225944407
1537,0.388887844,0.746715267,1.264409382
1538,0.319914911,0.674033061,1.313957121
1539,0.128940397,0.727253433,1.184698338
1540,0.204273073,0.530285424,1.339701287
1541,0.409185611,0.849237855,1.271156592
1542,0.565023226,0.74698657,1.205217693
1543,0.521121036,0.742450697,1.067311524
1544,0.475380815,0.613034061,1.328211616
1545,0.525536852,0.863276112,1.144334514
1546,0.449419281,0.688752301,1.367963637
1547,0.493712384,0.438904346,1.122534198
1548,0.567486326,0.883812204,1.36063184
1549,0.664573951,0.626610286,0.985032672
1550,0.637261515,0.920698769,1.081639549
1551,0.608279299,0.664687148,1.048095977
1552,0.532244228,0.729329985,1.331622316
1553,0.476528025,0.753206808,1.104651561
1554,0.480922509,0.694309557,1.188434425
1555,0.532777525,0.718822489,1.308258896
1556,0.618674147,0.771472671,1.231326045
1557,0.550637281,0.354478911,1.391959653
1558,0.680326778,0.663436482,1.118874691
1559,0.643278813,0.447552418,1.319234709
1560,0.633777783,0.657195825,1.269145484
1561,0.568115796,0.464294865,1.22692249
1562,0.381280533,0.419427805,1.115567285
1563,0.496185216,0.738799706,1.105588724
1564,0.575901985,0.62182107,1.278959994
1565,0.557657974,0.534016328,1.182564954
1566,0.570241929,0.539051127,0.964108525
1567,0.615428395,0.552956686,1.132979959
1568,0.48440603,0.681795806,1.127270164
1569,0.461294406,0.601695905,1.103055662
1570,0.547633845,0.776281337,1.261448464
1571,0.451738938,0.617633521,1.271222304
1572,0.497741852,0.634981178,1.030659631
1573,0.401416244,0.60788243,1.224110894
1574,0.469091149,0.44222972,1.36809478
1575,0.481989712,0.580820707,1.32562966
1576,0.364921652,0.411836126,1.205886123
1577,0.492694262,0.686577414,1.12701927
1578,0.442084111,0.818108433,1.336779872
1579,0.394756519,0.645819927,1.312334258
1580,0.437081241,0.646883397,1.102954884
1581,0.546225708,0.700179841,1.22912844
1582,0.459950286,0.531082207,1.322338367
1583,0.476828331,0.669161731,1.364470655
1584,0.519536053,0.593093149,1.361895537
1585,0.574816941,0.537842417,1.324641296
1586,0.577815978,0.351667659,1.3861622
1587,0.536977168,0.288098676,1.269206758
1588,0.467826519,0.497347668,1.039963848
1589,0.486087565,0.51515983,1.287531817
1590,0.408623523,0.596729484,1.318381758
1591,0.199399613,0.463417232,1.089102794
1592,0.301417937,0.910633011,1.218187006
1593,0.421252107,0.677456864,1.300612937
1594,0.256647802,0.517884587,1.330926403
1595,0.234129,0.608373906,1.533056129
1596,0.347346032,0.367827334,1.203652706
1597,0.553902828,0.805035654,1.27598732
1598,0.557104542,0.451587533,1.234380905
1599,0.500613557,0.491642378,1.055326558
1600,0.499822789,0.33253301,1.126750577
1601,0.624531865,0.609572176,1.290519186
1602,0.563263671,0.401133453,1.395968421
1603,0.502521771,0.552831646,1.259182553
1604,0.479663069,0.592877612,1.477019161
1605,0.42402726,0.477803069,1.218951044
1606,0.465768614,0.449822911,1.342214373
1607,0.619359931,0.619239748,1.383531166
1608,0.638007816,0.430536069,1.150585827
1609,0.606659495,0.427197127,1.364250178
1610,0.578059819,0.739631264,1.215005896
1611,0.452977584,0.929908528,1.440266726
1612,0.54800282,0.649149241,1.256508448
1613,0.546422217,0.494111293,1.210836769
1614,0.536120027,0.646938248,1.409033482
1615,0.796850136,0.57722723,1.409513336
1616,0.772895707,0.559570854,1.159495081
1617,0.6686385,0.818042687,1.308662457
1618,0.61017315,0.703476354,1.227352344
1619,0.688263239,0.699419814,1.293353977
1620,0.666788521,0.532076899,1.483017236
1621,0.524357988,0.758306058,1.241564948
1622,0.59790952,0.653642342,1.286297539
1623,0.528694403,0.518657149,1.126155188
1624,0.675624134,0.932130403,0.977115801
1625,0.728761112,0.360491552,1.225373322
1626,0.648213259,0.43589238,1.130808805
1627,0.721263855,0.464604972,1.241340597
1628,0.681971787,0.946245805,1.13801382
1629,0.712757294,0.856975261,1.199464561
1630,0.707478327,0.827478907,1.243458236
1631,0.596416727,0.612789139,1.153273667
1632,0.523554016,0.987686175,1.049028359
1633,0.599018294,0.681137557,1.335476809
1634,0.550192132,0.783236467,1.110910578
1635,0.505704468,0.628814254,0.963501547
1636,0.426173501,0.706581069,1.146627119
1637,0.473107936,0.606030956,1.210779941
1638,0.642104243,0.56094162,1.284382312
1639,0.527292041,0.700320917,1.319401354
1640,0.523224904,0.672256821,1.352737577
1641,0.63148629,0.636946396,1.34179676
1642,0.599238976,0.824034283,1.291868824
1643,0.616496907,0.221912912,1.129404975
1644,0.509603637,0.7349247,1.376932764
1645,0.543798552,0.780970771,1.299248055
1646,0.522329312,0.868020232,1.205860867
1647,0.5993387,0.649180267,1.357103517
1648,0.677365008,0.684737544,1.235139956
1649,0.852166979,0.768486292,1.280417649
1650,0.831331741,0.869548285,1.160924603
1651,0.794377383,0.680117919,1.051574109
1652,0.754219026,0.714934778,1.09280793
1653,0.678099861,0.778571242,1.348311696
1654,0.67223984,0.423490721,1.24109491
1655,0.616436421,0.594974894,1.035328016
1656,0.608392716,0.794991242,1.111360074
1657,0.693277931,0.765677544,1.237698322
1658,0.574549957,0.610671927,1.202051659
1659,0.650490619,0.570567045,1.253970564
1660,0.724555921,0.438217799,1.111927178
1661,0.668063594,0.487566061,1.384705211
1662,0.461586311,0.776460141,1.457345559
1663,0.416510177,0.574617778,1.236136755
1664,0.531796265,0.651547899,1.175969596
1665,0.517392027,0.569384368,0.895672608
1666,0.426719924,0.740561952,1.180383059
1667,0.392736458,0.56288664,1.123395081
1668,0.472214911,0.615175202,1.169259147
1669,0.511376995,0.411433216,1.137133781
1670,0.479014402,0.337619074,1.195967336
1671,0.44213772,0.52951369,1.212080472
1672,0.409981903,0.419493633,1.090098433
1673,0.341250858,0.837276822,1.094056321
1674,0.488848534,0.346590706,1.193475393
1675,0.4515909,0.496158523,1.105177239
1676,0.544747666,0.567141136,1.173396412
1677,0.643537105,0.524709069,1.100820808
1678,0.680786593,0.448499659,1.288717822
1679,0.596374834,0.490286193,1.217428479
1680,0.595977119,0.521501332,0.999003683
1681,0.561842702,0.599571772,1.093083446
1682,0.464698287,0.823142512,1.144723497
1683,0.485846901,0.554045055,1.028152436
1684,0.383196924,0.861137901,1.227920778
1685,0.491188061,0.6996186,1.117343967
1686,0.446226847,0.756013019,1.131183562
1687,0.464390212,0.329520896,1.194056331
1688,0.486385759,0.648304069,1.164942333
1689,0.461509232,0.862495418,1.098270847
1690,0.510149569,0.602510128,1.336978379
1691,0.465002411,0.897111702,1.321097631
1692,0.537407829,0.864624981,1.058345038
1693,0.418720522,0.613216159,1.027721238
1694,0.442259159,0.627793845,1.260271432
1695,0.606710048,0.619193365,1.214224918
1696,0.503650815,0.643885823,1.442158364
1697,0.447426359,0.559859785,1.428247149
1698,0.498082355,0.807179256,1.308218796
1699,0.512045917,0.605119113,1.338251476
1700,0.536963329,0.898508632,1.164885944
1701,0.567920889,0.762683703,1.264741962
1702,0.604145873,0.538235857,1.25485312
1703,0.670820395,0.938896255,1.394373265
1704,0.667750974,0.749651828,1.404326496
1705,0.612683156,0.796067103,1.349486021
1706,0.641110713,0.665953059,1.336863973
1707,0.761325091,0.768158326,1.350058289
1708,0.694107848,0.853972401,1.124361773
1709,0.57213358,0.743367636,1.008180345
1710,0.640187732,0.919804268,1.307526594
1711,0.595508251,0.685474871,1.458683265
1712,0.394641457,0.839066035,1.112990393
1713,0.474617507,0.695024385,1.167540826
1714,0.427059456,0.699847341,1.110001168
1715,0.423712877,0.447222468,1.273817683
1716,0.454003786,0.749125529,1.225628608
1717,0.466150709,0.641569062,1.040507763
1718,0.516696224,0.566924929,1.0258952
1719,0.46494073,0.915499885,1.173637463
1720,0.498928768,0.627498424,1.284480981
1721,0.463922724,0.460853218,1.116217869
1722,0.515519636,0.555737093,1.308099676
1723,0.54677704,0.526339661,1.477776429
1724,0.447698438,0.879685569,1.224489487
1725,0.530254134,0.604776486,1.172863222
1726,0.466770954,0.717727492,1.288945763
1727,0.523852869,0.79614211,1.580106909
1728,0.534716094,0.584072515,1.234550663
1729,0.661641994,0.65368024,1.274075797
1730,0.598908457,0.467862557,1.201781277
1731,0.539393514,0.890723206,1.22779064
1732,0.518982165,0.654410185,1.135676757
1733,0.480815368,0.509575742,1.27081969
1734,0.539433419,0.494903964,1.257331984
1735,0.393951741,0.585013687,1.175083968
1736,0.323506298,0.546748672,1.253305546
1737,0.266938605,0.783235341,1.250475925
1738,0.384023506,0.501216184,1.040119061
1739,0.53936172,0.601571819,1.018683188
1740,0.51921318,0.598199286,1.228158086
1741,0.498655962,0.556639191,1.361788694
1742,0.50194376,0.564446338,1.386134865
1743,0.592444216,0.587069681,1.172791123
1744,0.498120589,0.626940964,1.095966254
1745,0.516216181,0.614657843,1.268573883
1746,0.589811698,0.661947053,1.16039466
1747,0.610804567,0.316854984,1.067687031
1748,0.602592717,0.662622565,1.207325236
1749,0.660725744,0.402800043,1.07154407
1750,0.410548312,0.771317521,1.246744637
1751,0.480431192,0.871238935,1.331571075
1752,0.429202235,0.494947051,1.253820329
1753,0.293408658,0.520852099,1.36175781
1754,0.371338676,0.526095027,1.209613793
1755,0.501813195,0.67471032,1.240423145
1756,0.484367748,0.599329487,1.273218683
1757,0.556644818,0.794098401,1.231259229
1758,0.666185903,0.644448846,1.257403186
1759,0.728972391,0.589796966,1.32954485
1760,0.80414024,0.529646403,1.398925208
1761,0.791390468,0.700639094,1.071859692
1762,0.726822343,0.357205386,1.092132274
1763,0.539982818,0.545880867,1.065762872
1764,0.498044705,0.525992373,1.165188315
1765,0.415848487,0.634726875,1.220549082
1766,0.590435505,0.47238569,1.232579925
1767,0.541658032,0.362449623,1.186750402
1768,0.525961577,0.481273701,1.165518871
1769,0.547171026,0.420317087,1.320080742
1770,0.523122774,0.275388869,1.390211599
1771,0.635728186,0.524762386,1.214683262
1772,0.540238385,0.456031231,1.198623954
1773,0.529181075,0.437865169,1.30802503
1774,0.44543122,0.677993603,1.280651745
1775,0.332391783,0.459590317,1.093532402
1776,0.298879636,0.403733562,1.098110104
1777,0.318392527,0.591682765,1.073687449
1778,0.30303928,0.550393856,1.109662715
1779,0.270185852,0.480958358,1.223588718
1780,0.187317238,0.623691772,1.137748202
1781,0.227437599,0.547030341,1.018861493
1782,0.146380102,0.456394351,1.142545671
1783,0.263293009,0.619992095,0.931219018
1784,0.30317649,0.473727825,1.241126498
1785,0.212416585,0.607577228,1.118414107
1786,0.232163869,0.472700929,1.009220752
1787,0.212954801,0.766395982,0.897211946
1788,0.283650949,0.794596566,1.081052307
1789,0.422183216,0.646758631,1.268965966
1790,0.275938687,0.41414479,1.293018747
1791,0.318236286,0.782293445,1.203660065
1792,0.330030403,0.812373907,1.217110335
1793,0.405839292,0.719422231,0.998798734
1794,0.429575469,0.884509694,0.970803483
1795,0.370976401,0.621459702,0.967596481
1796,0.358242522,0.370080017,1.041803527
1797,0.30930101,0.492986444,1.265713934
1798,0.419211407,0.847293652,1.223783529
1799,0.42197108,0.400912367,1.261243107
1800,0.5736924,0.710198969,1.090868615
1801,0.537172743,0.686987891,1.015597171
1802,0.455130207,0.607283872,1.057744893
1803,0.324020379,0.57199538,1.220406175
1804,0.19489864,0.666399771,1.117931373
1805,0.108029039,0.527491597,1.130453489
